chapter_id,sentence_index,character,emotion_raw,emotion,score,sentence
chapter_247,0,Tuan Rimuru,LABEL_2,senang,0.9875948429107666,"Rimuru vs Yuuki – Bagian 2 –

Yuuki merasakan adegan itu membeku dan dalam hati menikmati kesenangan yang dia rasakan darinya."
chapter_247,0,Yuuki,LABEL_2,senang,0.9875948429107666,"Rimuru vs Yuuki – Bagian 2 –

Yuuki merasakan adegan itu membeku dan dalam hati menikmati kesenangan yang dia rasakan darinya."
chapter_247,6,Tuan Rimuru,LABEL_2,senang,0.9894177317619324,"Namun, karena keberadaan Rimuru, yang sekarang berdiri di hadapannya, rencana yang Yuuki buat telah berakhir dengan kegagalan total."
chapter_247,6,Yuuki,LABEL_2,senang,0.9894177317619324,"Namun, karena keberadaan Rimuru, yang sekarang berdiri di hadapannya, rencana yang Yuuki buat telah berakhir dengan kegagalan total."
chapter_247,9,Tuan Rimuru,LABEL_2,senang,0.6919639110565186,"Pada saat itu, dia telah melemparkan Hinata padanya sebagai tindakan pengamanan, tetapi Rimuru telah menyelinap pergi dan melarikan diri."
chapter_247,10,Tuan Rimuru,LABEL_2,senang,0.7728981971740723,"Tidak terpikirkan bahwa Hinata yang selalu berhati-hati dan mengumpulkan akan membuat kesalahan, dan ketika dipastikan bahwa Rimuru telah selamat, Yuuki tahu bahwa Rimuru akan menjadi musuhnya."
chapter_247,10,Yuuki,LABEL_2,senang,0.7728981971740723,"Tidak terpikirkan bahwa Hinata yang selalu berhati-hati dan mengumpulkan akan membuat kesalahan, dan ketika dipastikan bahwa Rimuru telah selamat, Yuuki tahu bahwa Rimuru akan menjadi musuhnya."
chapter_247,12,Tuan Rimuru,LABEL_2,senang,0.9945242404937744,"Rencananya tanpa kecuali, dihancurkan oleh tangan Rimuru."
chapter_247,13,Yuuki,LABEL_1,takut,0.8761707544326782,Yuuki tidak merasa marah dalam hal ini.
chapter_247,15,Yuuki,LABEL_1,takut,0.37218448519706726,"laporkan iklan ini Ketika formasi papan permainan berubah ke titik di mana Yuuki tidak bisa menang, bahkan jika dia membuang semua bidak di tangannya, saat itulah dia pertama kali memutuskan untuk keluar sendiri."
chapter_247,19,Velda,LABEL_2,senang,0.908983051776886,"Sementara itu, dia memutuskan untuk membiarkan Velda berdiri di garis tembak dan melakukan apa yang dia mau."
chapter_247,20,Yuuki,LABEL_2,senang,0.8786068558692932,"Sebagian besar, kepribadian Yuuki diposisikan di atas, tetapi karena mereka adalah makhluk dengan peringkat yang sama yang berganti-ganti dari satu ke yang lain, dia tidak dapat mengubah ini dengan keinginannya sendiri setelah dia mundur."
chapter_247,22,Velda,LABEL_2,senang,0.9849116802215576,"Tujuan Velda juga untuk menghancurkan dunia, tetapi tujuan akhir mereka berbeda."
chapter_247,23,Velda,LABEL_2,senang,0.9873164892196655,"Tujuan terakhir Yuuki adalah mengembalikan dunia ini ke ketiadaan, tetapi bukan Velda."
chapter_247,23,Yuuki,LABEL_2,senang,0.9873164892196655,"Tujuan terakhir Yuuki adalah mengembalikan dunia ini ke ketiadaan, tetapi bukan Velda."
chapter_247,24,Velda,LABEL_2,senang,0.9807748198509216,"Setelah dunia dihancurkan, Velda ingin menciptakan dunia baru dengan dirinya sebagai dewa."
chapter_247,25,Yuuki,LABEL_2,senang,0.8201030492782593,"Bagi Yuuki, ini adalah cara berpikir yang begitu memanjakan sehingga dia hanya bisa tertawa."
chapter_247,27,Yuuki,LABEL_2,senang,0.95988929271698,"Dan hasilnya persis seperti yang Yuuki prediksi…

Yuuki mungkin seorang jenius, tapi itu bukan seolah-olah dia telah memperoleh semua kekuatan Veldanava."
chapter_247,31,Yuuki,LABEL_2,senang,0.6539472937583923,Yuuki telah memperoleh lebih dari cukup kekuatan untuk membawa kehancuran ke dunia ini.
chapter_247,32,Velda,LABEL_3,sedih,0.8805457353591919,Manas yang dikenal sebagai Velda memiliki spesialisasi dalam semua keterampilan pamungkas.
chapter_247,36,Yuuki,LABEL_3,sedih,0.7629674077033997,"Dalam sebulan terakhir, Yuuki telah menganalisis semua kemampuan dan memilih yang dia inginkan."
chapter_247,48,Milim,LABEL_3,sedih,0.47789737582206726,"Dan 'Mana Breeder Reactor' diwarisi oleh Milim, yang membuatnya menjadi yang paling kuat."
chapter_247,50,Yuuki,LABEL_2,senang,0.6525200605392456,Yuuki juga telah mereplikasi kekuatan pamungkas ini.
chapter_247,51,Yuuki,LABEL_2,senang,0.938471794128418,"Yuuki telah menjadi dewa, melebihi bentuk kehidupan spiritual."
chapter_247,52,Velda,LABEL_0,marah,0.9077358245849609,"Maka dengan sepengetahuan Velda, dia telah menciptakan 'Reaktor Peternakan Mana' dan memiliki kendali penuh atasnya."
chapter_247,54,Milim,LABEL_2,senang,0.9772329926490784,Dia tidak lebih dari versi Milim yang dipermudah.
chapter_247,55,Guy,LABEL_2,senang,0.47725728154182434,"Itu mungkin baginya untuk mengontrol output seperti yang dilakukan Guy, tetapi itu tidak akan memungkinkan dia untuk mengungguli mereka."
chapter_247,56,Yuuki,LABEL_2,senang,0.6663736701011658,Yuuki telah mempertimbangkan semua ini dan kemudian memikirkan gagasan untuk memiliki kemampuan yang direplikasi di Pedang Veldanava.
chapter_247,59,Milim,LABEL_2,senang,0.9739208221435547,Itu adalah pedang Dewa yang seharusnya diwarisi Milim suatu hari nanti.
chapter_247,60,Velda,LABEL_4,terkejut,0.7047924399375916,"Akibatnya, tidak perlu meniru kemampuan dalam ingatan Velda."
chapter_247,61,Velda,LABEL_2,senang,0.8191852569580078,"Dia hanya perlu membongkar keterampilan pamungkasnya sendiri, 'Tuan Pencipta Ahura Mazdā,' dan menggabungkannya dengan pengetahuan Velda."
chapter_247,65,Velda,LABEL_3,sedih,0.575445830821991,"Itu disesuaikan untuk digunakan oleh Yuuki secara eksklusif, jadi Velda tidak bisa menggunakannya."
chapter_247,65,Yuuki,LABEL_3,sedih,0.575445830821991,"Itu disesuaikan untuk digunakan oleh Yuuki secara eksklusif, jadi Velda tidak bisa menggunakannya."
chapter_247,66,Velda,LABEL_0,marah,0.5923545956611633,"Peran Velda adalah menjaga 'Reaktor Pembibit Mana' berada dalam kondisi optimal setiap saat, untuk bertindak sebagai perangkat pemantauan permanen."
chapter_247,67,Yuuki,LABEL_2,senang,0.6742380857467651,"Dan beginilah cara Yuuki terlahir kembali menjadi perwujudan kekuatan absolut, yang bisa menggunakan semua kemampuan."
chapter_247,68,Yuuki,LABEL_2,senang,0.9776140451431274,"◇◇◇

Hanya ada satu orang yang tersisa yang Yuuki waspadai."
chapter_247,69,Tuan Rimuru,LABEL_2,senang,0.9715500473976135,"Hanya Rimuru, yang sekarang berdiri di hadapannya dengan ekspresi tercengang."
chapter_247,70,Yuuki,LABEL_2,senang,0.9361661672592163,Monster menyebalkan ini selalu bisa melebihi ekspektasi Yuuki.
chapter_247,72,Yuuki,LABEL_2,senang,0.7311338782310486,"Bergantung pada apa yang bisa dia pastikan tentang kekuatannya, Yuuki mungkin perlu menggunakan keterampilannya yang paling kuat untuk menyingkirkannya."
chapter_247,74,Yuuki,LABEL_2,senang,0.9884287714958191,Yuuki seperti dewa dan pahlawan yang terbangun.
chapter_247,75,Tuan Rimuru,LABEL_2,senang,0.826059103012085,"Tetapi bahkan ketika dia menjalankan 'Mana Breeder Reactor' yang paling tinggi, dia tidak dapat menandingi kekuatan Rimuru."
chapter_247,78,Tuan Rimuru,LABEL_2,senang,0.9165382385253906,"Aku berpikir bahwa aku akan bisa menang dalam hal kekuasaan–)

Yuuki berada di atas angin dalam hal fungsionalitas senjata, tetapi dia tidak tahu apakah itu masih benar jika pertarungan berlangsung terlalu lama."
chapter_247,78,Yuuki,LABEL_2,senang,0.9165382385253906,"Aku berpikir bahwa aku akan bisa menang dalam hal kekuasaan–)

Yuuki berada di atas angin dalam hal fungsionalitas senjata, tetapi dia tidak tahu apakah itu masih benar jika pertarungan berlangsung terlalu lama."
chapter_247,79,Tuan Rimuru,LABEL_2,senang,0.9385120868682861,"(Velda, aku akan menggunakan energi dengan kekuatan penuh."
chapter_247,79,Velda,LABEL_2,senang,0.9385120868682861,"(Velda, aku akan menggunakan energi dengan kekuatan penuh."
chapter_247,81,Tuan Rimuru,LABEL_1,takut,0.6058490872383118,melaporkan iklan ini Yuuki memerintahkan Velda dan kemudian mulai mengayunkan Rimuru dengan kecepatan yang jauh melampaui serangan sebelumnya.
chapter_247,81,Velda,LABEL_1,takut,0.6058490872383118,melaporkan iklan ini Yuuki memerintahkan Velda dan kemudian mulai mengayunkan Rimuru dengan kecepatan yang jauh melampaui serangan sebelumnya.
chapter_247,81,Yuuki,LABEL_1,takut,0.6058490872383118,melaporkan iklan ini Yuuki memerintahkan Velda dan kemudian mulai mengayunkan Rimuru dengan kecepatan yang jauh melampaui serangan sebelumnya.
chapter_247,82,Tuan Rimuru,LABEL_2,senang,0.9417308568954468,"Namun, bahkan ini dengan mudah ditangkis oleh Rimuru."
chapter_247,84,Tuan Rimuru,LABEL_2,senang,0.6600552201271057,"Itu mengintervensi setiap bentrokan dan gelombang kejut meletus, tetapi itu tidak lebih dari angin lembut bagi Yuuki dan Rimuru."
chapter_247,84,Yuuki,LABEL_2,senang,0.6600552201271057,"Itu mengintervensi setiap bentrokan dan gelombang kejut meletus, tetapi itu tidak lebih dari angin lembut bagi Yuuki dan Rimuru."
chapter_247,85,Tuan Rimuru,LABEL_2,senang,0.829084575176239,"(Aku tidak menyangka dia bisa menghadapi langkah itu… Namun, sepertinya reaksinya menjadi lebih lambat."
chapter_247,87,Yuuki,LABEL_1,takut,0.7994393110275269,Yuuki menjentikkan jarinya dengan keras.
chapter_247,95,Tuan Rimuru,LABEL_2,senang,0.9791136384010315,aku kira itu bukan rahasia.”
chapter_247,96,Yuuki,LABEL_3,sedih,0.7914279103279114,Yuuki tertawa nakal.
chapter_247,99,Tuan Rimuru,LABEL_4,terkejut,0.523849606513977,"Yang pertama adalah seperti yang dikatakan Rimuru, untuk membatasi penggunaan kemampuan tipe pelepasan."
chapter_247,100,Tuan Rimuru,LABEL_3,sedih,0.4284602403640747,"Rimuru memiliki banyak metode serangan, dan membatasi pilihannya sekarang akan membantu Yuuki melanjutkan pertarungan dengan keuntungan."
chapter_247,100,Yuuki,LABEL_3,sedih,0.4284602403640747,"Rimuru memiliki banyak metode serangan, dan membatasi pilihannya sekarang akan membantu Yuuki melanjutkan pertarungan dengan keuntungan."
chapter_247,101,Diablo,LABEL_0,marah,0.8608447313308716,"Dan terlebih lagi, menghentikan waktu adalah cara terbaik untuk mencegah sihir yang mencurigakan, seperti lingkaran sihir yang Diablo tunjukkan sebelumnya."
chapter_247,103,Tuan Rimuru,LABEL_2,senang,0.7759703397750854,Yuuki telah menyegel semua serangan sihir Rimuru dan menciptakan lingkungan di mana dia sendiri bisa menggunakan sihir.
chapter_247,103,Yuuki,LABEL_2,senang,0.7759703397750854,Yuuki telah menyegel semua serangan sihir Rimuru dan menciptakan lingkungan di mana dia sendiri bisa menggunakan sihir.
chapter_247,105,Tuan Rimuru,LABEL_2,senang,0.9167128205299377,"Yuuki memerintahkan, dan pada saat yang sama, Rimuru diselimuti api."
chapter_247,105,Yuuki,LABEL_2,senang,0.9167128205299377,"Yuuki memerintahkan, dan pada saat yang sama, Rimuru diselimuti api."
chapter_247,109,Yuuki,LABEL_2,senang,0.8628801703453064,"Berturut-turut, Yuuki melanjutkan serangan hanya dengan memikirkannya."
chapter_247,111,Tuan Rimuru,LABEL_2,senang,0.9964838027954102,Kemudian dia memutuskan ruang – mempermainkan Rimuru.
chapter_247,114,Tuan Rimuru,LABEL_2,senang,0.9221466779708862,"Namun sayangnya, Yuuki telah menyimpulkan bahwa sihir primitif ini tidak cukup untuk mengalahkan Rimuru."
chapter_247,114,Yuuki,LABEL_2,senang,0.9221466779708862,"Namun sayangnya, Yuuki telah menyimpulkan bahwa sihir primitif ini tidak cukup untuk mengalahkan Rimuru."
chapter_247,115,Yuuki,LABEL_2,senang,0.48705562949180603,"Jelas tentu saja, tetapi ada alasan yang diperhitungkan dengan baik bahwa Yuuki menggunakan sihir primitif meskipun itu bukan pukulan yang menentukan."
chapter_247,116,Tuan Rimuru,LABEL_3,sedih,0.5463055372238159,"Menurut penilaian Yuuki, Rimuru memiliki kebiasaan untuk selalu mengamati serangan musuhnya."
chapter_247,116,Yuuki,LABEL_3,sedih,0.5463055372238159,"Menurut penilaian Yuuki, Rimuru memiliki kebiasaan untuk selalu mengamati serangan musuhnya."
chapter_247,118,Tuan Rimuru,LABEL_2,senang,0.8275654315948486,"Yuuki percaya bahwa itu berasal dari kelembutan mendasar dalam diri Rimuru, yang ingin mencari maksud sebenarnya dari musuhnya, untuk mengetahui apakah mereka tidak bisa mencapai pemahaman."
chapter_247,118,Yuuki,LABEL_2,senang,0.8275654315948486,"Yuuki percaya bahwa itu berasal dari kelembutan mendasar dalam diri Rimuru, yang ingin mencari maksud sebenarnya dari musuhnya, untuk mengetahui apakah mereka tidak bisa mencapai pemahaman."
chapter_247,119,Yuuki,LABEL_3,sedih,0.9506440758705139,"Dan kali ini, Yuuki akan menargetkan kebiasaan ini."
chapter_247,120,Tuan Rimuru,LABEL_2,senang,0.8684287071228027,"Seperti yang dia prediksi, Rimuru tidak keluar dari awal, yang memungkinkan dia untuk berhasil mengaktifkan pembekuan waktu."
chapter_247,121,Tuan Rimuru,LABEL_2,senang,0.6734961271286011,"Dan jika dia menggunakan sihir primitifnya saat waktu telah dihentikan, maka ada kemungkinan besar bahwa Rimuru akan mulai menganalisis tindakannya."
chapter_247,122,Tuan Rimuru,LABEL_2,senang,0.9676950573921204,"Sihir primitif adalah kartu trufnya, tetapi masih mustahil untuk mengalahkan Rimuru seperti ini."
chapter_247,124,Yuuki,LABEL_2,senang,0.9825426340103149,Itu adalah keputusan Yuuki.
chapter_247,127,Yuuki,LABEL_1,takut,0.9525595307350159,"Inilah yang Yuuki pikirkan, jadi dia tidak berniat pelit dengan itu."
chapter_247,128,Tuan Rimuru,LABEL_2,senang,0.4261544644832611,"Lagi pula, jika dia menggunakan semua yang dia miliki dan menang melawan Rimuru, dia akan dapat mencapai harapannya."
chapter_247,129,Tuan Rimuru,LABEL_2,senang,0.9177634716033936,"Musuhnya adalah Rimuru sendiri–Setiap kali dia memikirkan ini, Yuuki akan menilai Rimuru dengan sangat tinggi."
chapter_247,129,Yuuki,LABEL_2,senang,0.9177634716033936,"Musuhnya adalah Rimuru sendiri–Setiap kali dia memikirkan ini, Yuuki akan menilai Rimuru dengan sangat tinggi."
chapter_247,130,Tuan Rimuru,LABEL_2,senang,0.7391026020050049,Sepertinya Rimuru sedang menganalisis sihir primitif seperti yang direncanakan Yuuki.
chapter_247,130,Yuuki,LABEL_2,senang,0.7391026020050049,Sepertinya Rimuru sedang menganalisis sihir primitif seperti yang direncanakan Yuuki.
chapter_247,132,Tuan Rimuru,LABEL_2,senang,0.932637095451355,"Namun, dalam pertarungan seperti Yuuki dan Rimuru yang terlibat sekarang, di mana mereka berada di tengah-tengah pertarungan yang ketat, memikirkan sesuatu yang begitu kecil bisa menjadi langkah yang buruk."
chapter_247,132,Yuuki,LABEL_2,senang,0.932637095451355,"Namun, dalam pertarungan seperti Yuuki dan Rimuru yang terlibat sekarang, di mana mereka berada di tengah-tengah pertarungan yang ketat, memikirkan sesuatu yang begitu kecil bisa menjadi langkah yang buruk."
chapter_247,133,Yuuki,LABEL_4,terkejut,0.43874940276145935,"Sejak pertarungan ini dimulai–tidak, bahkan sebelum dimulai–Yuuki telah membuat banyak persiapan."
