chapter_id,sentence_index,character,emotion_raw,emotion,score,sentence
chapter_245,1,Tuan Rimuru,LABEL_2,senang,0.814690887928009,"Sama seperti yang aku pikirkan ini,

“Tidak, tida… Kekuatan, kekuatanku habis pada saat terakhir…”

Veldora dengan keras berkata seolah-olah untuk memaafkan apa yang telah terjadi."
chapter_245,1,Veldora-san,LABEL_2,senang,0.814690887928009,"Sama seperti yang aku pikirkan ini,

“Tidak, tida… Kekuatan, kekuatanku habis pada saat terakhir…”

Veldora dengan keras berkata seolah-olah untuk memaafkan apa yang telah terjadi."
chapter_245,3,Tuan Rimuru,LABEL_2,senang,0.9921600222587585,"Padahal, aku tidak merasa ingin mengumpulkan sedikit pun perhatian untuknya."
chapter_245,7,Veldora-san,LABEL_2,senang,0.8773878812789917,"Lagi pula, meskipun itu adalah ledakan besar, tampaknya Veldora adalah satu-satunya yang menerima kerusakan darinya."
chapter_245,9,Veldora-san,LABEL_2,senang,0.7896291017532349,"Yah, ada perasaan nyaman yang aneh saat mengetahui bahwa Veldora akan baik-baik saja bahkan jika dia terluka parah."
chapter_245,13,Tuan Rimuru,LABEL_2,senang,0.9547675848007202,"“Hmph, itulah yang akan aku katakan!"
chapter_245,14,Tuan Rimuru,LABEL_2,senang,0.8124507069587708,"Aku akan menerobos dengan kasar, jadi kenapa kamu tiba-tiba menutup “Koridor”!?”"
chapter_245,15,Tuan Rimuru,LABEL_2,senang,0.9175704717636108,"Aku bertanya sambil menghela nafas, dan Veldora membalas seolah-olah sedang mengamuk."
chapter_245,15,Veldora-san,LABEL_2,senang,0.9175704717636108,"Aku bertanya sambil menghela nafas, dan Veldora membalas seolah-olah sedang mengamuk."
chapter_245,18,Veldora-san,LABEL_2,senang,0.6837522983551025,Veldora adalah yang paling boros dalam hal menguras mana kamu.
chapter_245,19,Tuan Rimuru,LABEL_2,senang,0.485059529542923,"aku ingin menghukumnya sedikit, jadi aku menghitungnya untuk menjadi liar sehingga dia sendiri yang akan memberikan beberapa kerusakan."
chapter_245,20,Tuan Rimuru,LABEL_2,senang,0.761319637298584,"Dan kemudian aku menutupnya ""Koridor Jiwa"" pada waktu terbaik.)"
chapter_245,22,Ciel-san,LABEL_1,takut,0.9845207333564758,"Juga, untuk beberapa alasan, Ciel tampak sangat marah."
chapter_245,23,Tuan Rimuru,LABEL_1,takut,0.46472764015197754,"Dia bilang dia telah mengizinkannya untuk menggunakannya secara bebas dalam percakapan sebelumnya, jadi apa perubahan sikap yang tiba-tiba ini …

(Pertama-tama, aku menekan penggunaan energi agar tidak menyia-nyiakannya."
chapter_245,24,Tuan Rimuru,LABEL_2,senang,0.9729676842689514,"Namun, Veldora itu–)

“aku melihat kamu menyerap energi dan berpikir aku akan menyalinnya!"
chapter_245,24,Veldora-san,LABEL_2,senang,0.9729676842689514,"Namun, Veldora itu–)

“aku melihat kamu menyerap energi dan berpikir aku akan menyalinnya!"
chapter_245,25,Tuan Rimuru,LABEL_2,senang,0.9181564450263977,Dan aku sangat dekat untuk bisa benar-benar bertenaga.”
chapter_245,27,Tuan Rimuru,LABEL_2,senang,0.5834963321685791,"aku tidak berpikir begitu…”

Inilah yang dimaksud dengan benar-benar jengkel."
chapter_245,28,Tuan Rimuru,LABEL_0,marah,0.5692513585090637,"aku tidak akan menyuruhnya untuk tidak pernah meniru orang lain, tetapi aku akan menghargainya jika dia tidak menggunakan situasi yang penuh tekanan seperti ini untuk mencoba dan menguji sesuatu yang jelas-jelas pasti akan gagal."
chapter_245,29,Veldora-san,LABEL_2,senang,0.845649003982544,"Pertama-tama, Veldora bahkan tidak memiliki kemampuan untuk mengubah energi, jadi bagaimana dia bisa meningkatkan kekuatannya…

Hampir mengesankan bahwa dia bisa gagal dalam pekerjaan sederhana seperti biasanya menekannya untuk penyeimbang."
chapter_245,30,Veldora-san,LABEL_2,senang,0.9305129647254944,Veldora telah mengendalikannya dengan kekuatan saja.
chapter_245,36,Ciel-san,LABEL_2,senang,0.8597284555435181,"Jadi begitu…

Aku yakin Ciel setidaknya tidak akan kesulitan memprosesnya, tapi mengirimkan hal-hal aneh bisa menjadi berbahaya jika itu berubah menjadi kebiasaan."
chapter_245,36,Tuan Rimuru,LABEL_2,senang,0.8597284555435181,"Jadi begitu…

Aku yakin Ciel setidaknya tidak akan kesulitan memprosesnya, tapi mengirimkan hal-hal aneh bisa menjadi berbahaya jika itu berubah menjadi kebiasaan."
chapter_245,41,Veldora-san,LABEL_1,takut,0.9415950179100037,Itu sebabnya dia menyuruh Veldora menyapu arang seperti ini.
chapter_245,42,Veldora-san,LABEL_0,marah,0.4546031355857849,"Dia telah melakukannya pada saat penjagaannya turun, jadi bahkan Veldora tidak bisa mengatasinya."
chapter_245,43,Ciel-san,LABEL_2,senang,0.9801939725875854,"Yah, dia juga mungkin sedang menunggu saat dimana Ciel tidak akan bisa mengatasinya."
chapter_245,44,Tuan Rimuru,LABEL_2,senang,0.5693773627281189,aku sangat terkejut bahwa pertempuran ofensif dan defensif yang bodoh itu terjadi tanpa aku sadari.
chapter_245,46,Tuan Rimuru,LABEL_1,takut,0.7589400410652161,"“Grrr… Tidak adil kalau hanya Rimuru yang bisa menggunakan kemampuan berguna seperti itu…”

Jangan marah padaku."
chapter_245,50,Veldora-san,LABEL_3,sedih,0.9686237573623657,"""Veldora, kamu—""

Lihat."
chapter_245,51,Velgrynd,LABEL_2,senang,0.9223626852035522,"Tidak bisakah kamu melihat Velgrynd, meletakkan pedangnya di bahunya dan melotot ke sini melalui mata setengah terbuka?"
chapter_245,53,Tuan Rimuru,LABEL_2,senang,0.9300116896629333,aku mengatakan sebanyak itu kepada Veldora melalui kontak mata.
chapter_245,53,Veldora-san,LABEL_2,senang,0.9300116896629333,aku mengatakan sebanyak itu kepada Veldora melalui kontak mata.
chapter_245,55,Veldora-san,LABEL_2,senang,0.9972109198570251,Wajah Veldora sepertinya berkata saat itu berubah menjadi paling menyedihkan.
chapter_245,57,Tuan Rimuru,LABEL_2,senang,0.9643399715423584,Dia melihat bolak-balik antara aku dan dua saudara perempuannya dengan ekspresi bingung.
chapter_245,59,Tuan Rimuru,LABEL_0,marah,0.9033176898956299,aku yakin bahkan kamu akan dapat menggunakannya jika kamu berusaha cukup keras.
chapter_245,61,Velda,LABEL_2,senang,0.4473455250263214,"Tapi hal pertama yang pertama, kamu harus membantu kami mengalahkan Velda. ”"
chapter_245,62,Tuan Rimuru,LABEL_2,senang,0.9454519152641296,aku memutuskan untuk mengirim Veldora sekoci kecil.
chapter_245,62,Veldora-san,LABEL_2,senang,0.9454519152641296,aku memutuskan untuk mengirim Veldora sekoci kecil.
chapter_245,63,Tuan Rimuru,LABEL_2,senang,0.6988933086395264,"Sebagian karena itu akan menjengkelkan jika dia memutuskan untuk merajuk sekarang, tapi aku juga merasa tidak enak melihatnya gemetar seperti ini di depan saudara perempuannya."
chapter_245,64,Tuan Rimuru,LABEL_2,senang,0.9211397767066956,Jadi aku bertindak seolah-olah ini semua sesuai dengan rencana kami dan hanya ada sedikit kecelakaan.
chapter_245,66,Tuan Rimuru,LABEL_2,senang,0.9798032641410828,"Memang, sepertinya aku hanya sedikit terlalu percaya diri."
chapter_245,69,Tuan Rimuru,LABEL_2,senang,0.9658452272415161,"Sekarang, aku akan kembali ke dalam dirimu dan membantumu!”"
chapter_245,70,Veldora-san,LABEL_2,senang,0.8067225217819214,"Veldora berkata dengan sombong, lalu kembali ke dalam diriku seolah-olah melarikan diri."
