chapter_id,sentence_index,character,emotion_raw,emotion,score,sentence
chapter_244,0,Tuan Rimuru,LABEL_2,senang,0.9233015179634094,"Bab 244/251 Pertempuran Tegas di Puncak Bagian 5

Dan yah, begitulah aku juga telah bekerja keras."
chapter_244,1,Tuan Rimuru,LABEL_2,senang,0.9253562688827515,aku yakin kamu semua mengerti sekarang bahwa aku sama sekali tidak mengendur.
chapter_244,2,Velda,LABEL_4,terkejut,0.826447069644928,Velda terkejut dengan pintu masukku.
chapter_244,4,Tuan Rimuru,LABEL_2,senang,0.8560980558395386,"Lagipula, aku muncul di sini menggunakan 'Teleportasi Instan' yang aku dapatkan beberapa waktu lalu."
chapter_244,5,Ciel-san,LABEL_2,senang,0.8223612904548645,"Tepat saat aku mendapatkannya, Ciel mengimplementasikannya ke dalam 'Void God Azathoth'."
chapter_244,5,Tuan Rimuru,LABEL_2,senang,0.8223612904548645,"Tepat saat aku mendapatkannya, Ciel mengimplementasikannya ke dalam 'Void God Azathoth'."
chapter_244,6,Mai,LABEL_2,senang,0.949310839176178,"Sepertinya Mai tidak bisa pergi ke mana pun kecuali tempat-tempat yang pernah dia kunjungi, tetapi itu hanya batas bagi manusia."
chapter_244,8,Tuan Rimuru,LABEL_3,sedih,0.7575602531433105,"Namun, aku menambahkan sihir pengawasan ke dalamnya dan dapat menangkap banyak informasi luar angkasa dengan mudah."
chapter_244,9,Tuan Rimuru,LABEL_2,senang,0.6401718854904175,"Dengan kata lain, ini berarti aku bisa langsung berteleportasi ke mana saja yang bisa aku lihat."
chapter_244,10,Diablo,LABEL_2,senang,0.8682690858840942,"Bahkan sekarang, aku bisa memahami situasinya melalui mata Diablo dan Veldora-san."
chapter_244,10,Tuan Rimuru,LABEL_2,senang,0.8682690858840942,"Bahkan sekarang, aku bisa memahami situasinya melalui mata Diablo dan Veldora-san."
chapter_244,10,Veldora-san,LABEL_2,senang,0.8682690858840942,"Bahkan sekarang, aku bisa memahami situasinya melalui mata Diablo dan Veldora-san."
chapter_244,11,Tuan Rimuru,LABEL_2,senang,0.96181321144104,Itu juga alasan mengapa aku begitu mudah bisa datang.
chapter_244,12,Tuan Rimuru,LABEL_0,marah,0.5114108324050903,"Melihat Velda berjaga-jaga karena penampilanku, aku memasang senyum berani."
chapter_244,12,Velda,LABEL_0,marah,0.5114108324050903,"Melihat Velda berjaga-jaga karena penampilanku, aku memasang senyum berani."
chapter_244,13,Tuan Rimuru,LABEL_1,takut,0.9786771535873413,Aku memprovokasi dia.
chapter_244,15,Velda,LABEL_2,senang,0.9726755619049072,Rencanaku adalah melanjutkan persiapanku untuk menghentikan Velda di celah itu.
chapter_244,16,Tuan Rimuru,LABEL_2,senang,0.6670410633087158,"Sebelum Velda bisa melakukan apa pun, aku menekan energi dan menyerap semuanya."
chapter_244,16,Velda,LABEL_2,senang,0.6670410633087158,"Sebelum Velda bisa melakukan apa pun, aku menekan energi dan menyerap semuanya."
chapter_244,17,Tuan Rimuru,LABEL_0,marah,0.9550506472587585,"Untungnya, energi aku masih belum pulih dan 'Void Space' terus terisi."
chapter_244,18,Ciel-san,LABEL_2,senang,0.7565191984176636,Dan Ciel-san dengan rajin mengubahnya menjadi energi yang bisa kugunakan.
chapter_244,19,Tuan Rimuru,LABEL_0,marah,0.9539043307304382,"Berkat itu, energiku, yang hampir habis, terisi kembali dan sekarang aku bisa menghadapi Velda dengan mudah."
chapter_244,19,Velda,LABEL_0,marah,0.9539043307304382,"Berkat itu, energiku, yang hampir habis, terisi kembali dan sekarang aku bisa menghadapi Velda dengan mudah."
chapter_244,21,Tuan Rimuru,LABEL_2,senang,0.9853657484054565,"Omong-omong, setelah datang ke tempat ini, aku menemukan mengapa energi aku tidak terisi."
chapter_244,22,Veldora-san,LABEL_2,senang,0.9251446723937988,Penjahat di baliknya mungkin adalah Veldora-san.
chapter_244,23,Tuan Rimuru,LABEL_1,takut,0.9648160934448242,aku pikir dia mengamuk setelah membuat klon.
